group221	group222	group223	group224	dn1/rotx	dn1/roty	dn1/rotz	dn1/Reset1	dn1/scalex	dn1/scaley	dn1/scalez	dn1/Reset2	DN2/Slider1	DN2/Slider2	DN2/Slider3	DN2/Slider4	DN2/Slider5	DN2/Slider6	DN2/Slider7	DN2/Rot	DN2/cam	G1/button1	G1/button2	G1/button3	G1/toggle1	G1/toggle2	G1/slider1	G1/slider2	G1/slider3	G1/slider4	G2/button1	G2/button2	G2/button3	G2/toggle1	G2/toggle2	G2/slider1	G2/slider2	G2/slider3	G2/slider4	TR1/SliderCircle1	TR1/SliderCircle2	TR1/scalerotatex	TR1/scalerotatey	TR1/Col	TR1/Row	TR1/Step	TR1/Ccount	TR1/reset	TR2/NoiseRange1	TR2/NoiseRange2	TR2/scalespeedx	TR2/scalespeedy	TR2/reset	TR2/pulse	TR2/Blur1	TR2/Blur2	AR_Engine/Lag1	AR_Engine/Lag2	AR_Engine/overshoot1	AR_Engine/overshoot2	AR_Engine/range1	AR_Engine/range2	AR_Engine/Slider1	AR_Engine/Slider2	AR_Engine/Buttons1	AR_Engine/Buttons2	master/button1	master/button2	master/slider1	master/slider2	master/slider3	master/slider4	master/toggle1	master/toggle2	master/toggle3	master/toggle4
1	1	1	1	0.37687215	0.16314912	0.69467396	0	0.10858419	0.37939215	0.48142415	0	0.38115954	1	0.24511695	0.07992238	0.14551431	0.27912766	0.65810347	0	2	0	0	0	0	0	0.31349885	0.09971762	0.7264854	0.24061888	0	0	0	0	0	0.57616806	0.5664507	0.8555413	0.26278412	0.64647305	0.5214479	1	0.74259806	1	1	4	4	0	0.43367353	0	0.5	0.501	0	0	0.19736302	1	0	0.028862344	0.049699854	0.22533032	0.46942693	0.20610327	0.82253563	0.320054	0	0	0	0	1	1	1	1	1	1	1	1
